Rosandre	Nc	rosandre
:	Fw	:
Au	S+Da	à+le
reste	Nc	reste
je	Pp	je
suis	Vuc	être
libre	Ag	libre
,	Fw	,
on	Pp	on
ne	Rp	ne
me	Pp	je
peut	Vvc	pouvoir
forcer	Vvn	forcer
.	Fs	.
Votre	Ds	votre
honneur	Nc	honneur
est	Vuc	être
le	Da	le
mien	Ps	mien
;	Fw	;
c'	Pd	ce
est	Vuc	être
à	S	à
moi	Pp	je
d'	S	de
y	Pp	y
penser	Vvn	penser
:	Fw	:
Ici	Rg	ici
mon	Ds	mon
intérêt	Nc	intérêt
,	Fw	,
s'	Pp	se
engage	Vvc	engager
dans	S	dans
le	Da	le
votre	As#Ps	vôtre
:	Fw	:
Rejetant	Ga	rejeter
mon	Ds	mon
Conseil	Nc	conseil
,	Fw	,
le	Pp	il
prendrez	Vvc	prendre
vous	Pp	vous
d'	S	de
un	Dn	un
autre	Pi	autre
?	Fs	?
Je	Pp	je
vois	Vvc	voir
bien	Rg	bien
que	Cs	que
la	Da	le
force	Nc	force|forcé
,	Fw	,
est	Vuc	être
enfin	Rg	enfin
de	S	de
saison	Nc	saison
:	Fw	:
Je	Pp	je
reçois	Vvc	recevoir
le	Da	le
conseil	Nc	conseil
de	S	de
la	Da	le
seule	Ag	seul
raison	Nc	raison
;	Fw	;
Et	Vvc	et
la	Pp	il
sais	Vvc	savoir
discerner	Vvn	discerner
,	Fw	,
d'	S	de
avecques	Vvc	avecques
le	Da	le
caprice	Nc	caprice
.	Fs	.
Vous	Pp	vous
perdrez	Vvc	perdre
le	Da	le
respect	Nc	respect
,	Fw	,
en	S	en
défendant	Ga	défendre
le	Da	le
vice	Nc	vice
:	Fw	:
Mais	Cc	mais
je	Pp	je
vous	Pp	vous
traiterai	Vvc	traiter
(	Fw	(
voulant	Ga	vouloir
vous	Pp	vous
secourir	Vvn	secourir
)	Fw	)
Comme	Vvc	comme
un	Dn	un
esprit	Nc	esprit
blessé	Ge	blesser
qui	Pr	qui
ne	Rp	ne
veut	Vvc	vouloir
pas	Rg	pas
guérir	Vvn	guérir
.	Fs	.
En	Pp	en
vain	Ag	vain
mauvais	Ag	mauvais
Démon	Nc	démon
,	Fw	,
tu	Pp	tu
souffles	Vvc	souffler
ta	Ds	ton
manie	Nc	manie
;	Fw	;
Je	Vvc	je
me	Pp	je
verrai	Vvc	voir
bientôt	Rg	bientôt
hors	S	hors
de	S	de
ta	Ds	ton
tyrannie	Nc	tyrannie
;	Fw	;
Tes	Vvc	tes
menaces	Nc	menace
en	S	en
l'	Da	le
air	Nc	air
,	Fw	,
ne	Rp	ne
m'	Pp	je
épouvantent	Vvc	épouvanter
point	Rg	point
:	Fw	:
Partons	Vvc	partir
,	Fw	,
puis	Vvc	pouvoir
qu'	Cs	que
à	S	à
l'	Da	le
amour	Nc	amour
,	Fw	,
le	Da	le
courage	Nc	courage
s'	Pp	se
est	Vuc	être
joint	Ge	joindre
;	Fw	;
Il	Vvc	il
en	Pp	en
est	Vuc	être
temps	Nc	temps
mon	Ds	mon
coeur	Nc	cœur
;	Fw	;
il	Pp	il
nous	Pp	nous
y	Pp	y
faut	Vvc	faillir|falloir
résoudre	Vvn	résoudre
;	Fw	;
L'	Vvc	l'
éclair	Nc	éclair
assez	Rg	assez
souvent	Rg	souvent
est	Vuc	être
suivi	Ge	suivre
de	S	de
la	Da	le
foudre	Nc	foudre
:	Fw	:
Mais	Cc	mais
toujours	Rg	toujours
le	Da	le
bonheur	Nc	bonheur
,	Fw	,
sauve	Vvc	sauver
de	S	de
ces	Dd	ce
hasards	Nc	hasard
,	Fw	,
Les	Vvc	les
myrtes	Nc	myrte
de	S	de
l'	Da	le
Amour	Nc	amour
,	Fw	,
et	Cc	et
les	Da	le
lauriers	Nc	laurier
de	S	de
Mars	Nc	mar|mars
.	Fs	.
Stances	Nc	stance
.	Fs	.
La	Da	le
scène	Nc	scène
rechange	Vvc	rechanger
encore	Rg	encore
.	Fs	.
À	Vvc	à
quelle	Dt	quel
injuste	Ag	injuste
loi	Nc	loi
me	Pp	je
trouvai	Vvc	trouver
-je	Nc	-je
asservie	Ge	asservir
,	Fw	,
Que	Vvc	que
tout	Rg	tout
me	Pp	je
nuit	Vvc	nuire
également	Rg	également
?	Fs	?
J'	Pp	je
ai	Vuc	avoir
commander	Vvn	commander
un	Dn	un
père	Nc	père
,	Fw	,
et	Cc	et
prier	Vvn	prier
un	Dn	un
Amant	Nc	amant
;	Fw	;
De	Vvc	de
l'	Da	le
un	Pi	un
je	Pp	je
tiens	Vvc	tenir
l'	Da	le
esprit	Nc	esprit
;	Fw	;
et	Cc	et
de	S	de
l'	Da	le
autre	Pi	autre
la	Da	le
vie	Nc	vie
.	Fs	.
J'	Pp	je
ai	Vuc	avoir
parler	Vvn	parler
à	S	à
mon	Ds	mon
coeur	Nc	cœur
,	Fw	,
l'	Da	le
Amour	Nc	amour
et	Cc	et
la	Da	le
Nature	Nc	nature
,	Fw	,
Le	Vvc	le
devoir	Vvn	devoir
,	Fw	,
et	Cc	et
la	Da	le
volonté	Nc	volonté
;	Fw	;
Et	Vvc	et
mon	Ds	mon
malheur	Nc	malheur
enfin	Rg	enfin
à	S	à
tel	Di	tel
point	Nc	point
est	Vuc	être
monté	Ge	monter
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
faut	Vvc	faillir|falloir
que	Cs	que
je	Pp	je
me	Pp	je
rende	Vvc	rendre
,	Fw	,
ou	Cc	ou
rebelle	Nc	rebelle
,	Fw	,
ou	Cc	ou
parjure	Vvc	parjurer
,	Fw	,
Dures	Vvc	durer
extrémités	Nc	extrémité
,	Fw	,
qui	Pr	qui
partagent	Vvc	partager
mon	Ds	mon
âme	Nc	âme
!	Fs	!
Lequel	Pt	lequel
dois	Vvc	devoir
-je	Vvc	-je
désobliger	Vvn	désobliger
?	Fs	?
De	S	de
tous	Di	tout
les	Da	le
deux	Nc	deux
côtés	Nc	côté
je	Pp	je
trouve	Vvc	trouver
à	S	à
m'	Pp	je
affliger	Vvn	affliger
;	Fw	;
De	Vvc	de
l'	Da	le
un	Pi	un
je	Pp	je
tiens	Vvc	tenir
le	Da	le
jour	Nc	jour
;	Fw	;
et	Cc	et
de	S	de
l'	Da	le
autre	Pi	autre
la	Da	le
flamme	Nc	flamme
.	Fs	.
L'	Da	le
un	Pi	un
fait	Ge	faire
agir	Vvn	agir
pour	S	pour
lui	Pp	il
,	Fw	,
le	Da	le
respect	Nc	respect
,	Fw	,
et	Cc	et
la	Da	le
crainte	Nc	crainte
;	Fw	;
Et	Vvc	et
l'	Da	le
autre	Pi	autre
l'	Da	le
inclination	Nc	inclination
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
de	S	de
l'	Da	le
obéissance	Nc	obéissance
,	Fw	,
et	Cc	et
de	S	de
la	Da	le
passion	Nc	passion
;	Fw	;
Craintive	Vvc	craintive
à	S	à
la	Da	le
menace	Nc	menace
,	Fw	,
et	Cc	et
sensible	Ag	sensible
à	S	à
la	Da	le
plainte	Nc	plainte
.	Fs	.
L'	Da	le
un	Pi	un
me	Pp	je
dit	Vvc	dire
ce	Pd	ce
qu'	Pr	que
il	Pp	il
peut	Vvc	pouvoir
,	Fw	,
l'	Da	le
autre	Pi	autre
ce	Pd	ce
qu'	Pr	que
il	Pp	il
désire	Vvc	désirer
;	Fw	;
Et	Vvc	et
quand	Cs	quand
j'	Pp	je
en	Pp	en
fais	Vvc	faire
comparaison	Nc	comparaison
;	Fw	;
Dedans	Ga	dedans
chaque	Di	chaque
parti	Nc	parti
,	Fw	,
mon	Ds	mon
oeil	Nc	œil
voit	Vvc	voir
la	Da	le
raison	Nc	raison
;	Fw	;
Et	Vvc	et
bien	Rg	bien
qu'	Cs	que
il	Pp	il
n'	Rp	ne
en	Pp	en
soit	Vuc	être
qu'	Rg	que
une	Pi	un
,	Fw	,
il	Pp	il
ne	Rp	ne
la	Pp	il
peut	Vvc	pouvoir
élire	Vvn	élire
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
manquer	Vvn	manquer
de	S	de
respect	Nc	respect
!	Fs	!
quoi	Pt	quoi
,	Fw	,
manquer	Vvn	manquer
de	S	de
promesse	Nc	promesse
!	Fs	!
Ha	Rg	ha
non	Rg	non
,	Fw	,
non	Rg	non
,	Fw	,
il	Pp	il
vaut	Vvc	valoir
mieux	Rg	mieux
mourir	Vvn	mourir
;	Fw	;
Mon	Nc	mon
Oronte	Vvc	oronte
l'	Pp	il
emporte	Vvc	emporter
;	Fw	;
et	Cc	et
j'	Pp	je
ai	Vuc	avoir
beau	Ag	beau
discourir	Nc	discourir
,	Fw	,
Le	Vvc	le
nom	Nc	nom
de	S	de
fille	Nc	fille
cède	Vvc	céder
à	S	à
celui	Pd	celui
de	S	de
Maîtresse	Nc	maîtresse
.	Fs	.
Arrière	Vvc	arrière
ce	Dd	ce
propos	Nc	propos
,	Fw	,
dont	Pr	dont
mon	Ds	mon
âme	Nc	âme
insensée	Ag	insensé
:	Fw	:
A	Vuc	avoir
pensé	Ge	penser
choquer	Vvn	choquer
mon	Ds	mon
amour	Nc	amour
:	Fw	:
Avant	S	avant
que	Rg	que
perdre	Vvn	perdre
Oronte	Vvc	oronte
,	Fw	,
il	Pp	il
faut	Vvc	faillir|falloir
perdre	Vvn	perdre
le	Da	le
jour	Nc	jour
;	Fw	;
Et	Vvc	et
mourir	Vvn	mourir
de	S	de
douleur	Nc	douleur
,	Fw	,
pour	S	pour
vivre	Vvn	vivre
en	S	en
sa	Ds	son
pensée	Nc	pensée
.	Fs	.
Tyran	Nc	tyran
de	S	de
nos	Ds	notre
désirs	Nc	désir
,	Fw	,
respect	Nc	respect
trop	Rg	trop
rigoureux	Ag	rigoureux
,	Fw	,
Ennemi	Vvc	ennemi
capital	Ag	capital
de	S	de
l'	Da	le
Empire	Nc	empire
amoureux	Ag	amoureux
,	Fw	,
Je	Vvc	je
n'	Rp	ne
ai	Vuc	avoir
que	Rg	que
trop	Rg	trop
gémi	Ge	gémir
sous	S	sous
tes	Ds	ton
lois	Nc	loi
inhumaines	Ag	inhumain
;	Fw	;
Il	Vvc	il
est	Vuc	être
temps	Nc	temps
de	S	de
borner	Vvn	borner
,	Fw	,
ton	Ds	ton
pouvoir	Nc	pouvoir
,	Fw	,
et	Cc	et
mes	Ds	mon
peines	Nc	peine
:	Fw	:
Oui	Ge	ouïr
,	Fw	,
bien	Rg	bien
que	Cs	que
mon	Ds	mon
esprit	Nc	esprit
en	Pp	en
puisse	Vvc	pouvoir
être	Vun	être
blâmé	Ge	blâmer
,	Fw	,
Témoignons	Vvc	témoignons
en	S	en
mourant	Ga	mourir
que	Cs	que
nous	Pp	nous
avons	Vuc	avoir
aimé	Ge	aimer
:	Fw	:
Brûlant	Ga	brûlant
d'	S	de
un	Dn	un
feu	Nc	feu
si	Rg	si
pur	Ag	pur
,	Fw	,
découvrons-le	Vvc	découvrons-le
sans	S	sans
honte	Nc	honte
;	Fw	;
On	Vvc	on
lira	Vvc	lire
notre	Ds	notre
excuse	Nc	excuse
,	Fw	,
au	S+Da	à+le
visage	Nc	visage
d'	S	de
Oronte	Nc	oronte
;	Fw	;
Et	Vvc	et
ses	Ds	son
yeux	Nc	œil
tous	Di	tout
puissants	Ag	puissant
pourront	Vvc	pouvoir
même	Rg	même
exprimer	Vvn	exprimer
,	Fw	,
Que	Vvc	que
puisque	Cs	puisque
je	Pp	je
les	Pp	ils
vis	Vvc	vivre|voir
,	Fw	,
je	Pp	je
les	Pp	ils
devais	Vvc	devoir
aimer	Vvn	aimer
.	Fs	.
Ô	Vvc	ô
rencontre	Nc	rencontre
funeste	Ag	funeste
!	Fs	!
Et	Cc	et
jadis	Rg	jadis
opportune	Ag	opportun
;	Fw	;
Sa	Vvc	sa
tristesse	Nc	tristesse
me	Pp	je
dit	Vvc	dire
qu'	Cs	que
il	Pp	il
sait	Vvc	savoir
notre	Ds	notre
infortune	Nc	infortune
.	Fs	.
Et	Cc	et
bien	Rg	bien
mon	Ds	mon
coeur	Nc	cœur
?	Fs	?
Souffrez	Vvc	souffrir
,	Fw	,
pour	S	pour
charmer	Vvn	charmer
mon	Ds	mon
souci	Nc	souci
,	Fw	,
Quoi	Vvc	quoi
qu'	Cs	que
il	Pp	il
ne	Rp	ne
soit	Vuc	être
plus	Rg	plus
mien	As	mien
,	Fw	,
que	Cs	que
je	Pp	je
le	Pp	il
nomme	Vvc	nommer
ainsi	Rg	ainsi
,	Fw	,
Enfin	Nc	enfin
l'	Da	le
arrêt	Nc	arrêt
d'	S	de
un	Dn	un
père	Nc	père
,	Fw	,
ennemi	Nc	ennemi
de	S	de
ma	Ds	mon
flamme	Nc	flamme
,	Fw	,
Condamne	Vvc	condamner
un	Dn	un
misérable	Ag	misérable
à	S	à
sortir	Vvn	sortir
de	S	de
votre	Ds	votre
âme	Nc	âme
?	Fs	?
Il	Pp	il
veut	Vvc	vouloir
que	Cs	que
l'	Da	le
intérêt	Nc	intérêt
m'	Pp	je
ôte	Vvc	ôter
de	S	de
votre	Ds	votre
esprit	Nc	esprit
,	Fw	,
Comme	Vvc	comme
on	Pp	on
effacerait	Vvc	effacer
ce	Pd	ce
qu'	Pr	que
on	Pp	on
aurait	Vuc	avoir
écrit	Ge	écrire
?	Fs	?
Et	Cc	et
qu'	Cs	que
un	Dn	un
heureux	Ag	heureux
rival	Nc	rival
me	Pp	je
dérobe	Vvc	dérober
une	Dn	un
gloire	Nc	gloire
,	Fw	,
Qui	Vvc	qui
ne	Rp	ne
me	Pp	je
fasse	Vvc	faire
plus	Rg	plus
qu'	Cs	que
affliger	Vvn	affliger
la	Da	le
mémoire	Nc	mémoire
?	Fs	?
Soit	Vuc	être
;	Fw	;
mourons	Vvc	mourir
;	Fw	;
j'	Pp	je
y	Pp	y
consens	Vvc	consentir
;	Fw	;
et	Cc	et
ma	Ds	mon
témérité	Nc	témérité
,	Fw	,
Souffre	Vvc	souffrir
en	S	en
cet	Dd	ce
accident	Nc	accident
ce	Pd	ce
qu'	Pr	que
elle	Pp	il
a	Vuc	avoir
mérité	Ge	mériter
:	Fw	:
Mon	Ds	mon
vol	Nc	vol
fut	Vuc	être
téméraire	Ag	téméraire
;	Fw	;
il	Pp	il
est	Vuc	être
vrai	Ag	vrai
;	Fw	;
je	Pp	je
l'	Pp	il
avoue	Vvc	avouer
;	Fw	;
Le	Vvc	le
blâme	Nc	blâme
qui	Pr	qui
voudra	Vvc	vouloir
,	Fw	,
mais	Cc	mais
pour	S	pour
moi	Pp	je
je	Pp	je
le	Pp	il
loue	Vvc	louer|lover
:	Fw	:
Lorsqu'	Cs	lorsque
en	S	en
un	Dn	un
grand	Ag	grand
dessein	Nc	dessein
l'	Pp	il
on	Pp	on
oses	Vvc	oser
élever	Vvn	élever
,	Fw	,
La	Vvc	la
gloire	Nc	gloire
est	Vuc	être
d'	S	de
entreprendre	Vvn	entreprendre
,	Fw	,
et	Cc	et
non	Rg	non
pas	Rg	pas
d'	S	de
achever	Vvn	achever
.	Fs	.
La	Da	le
fortune	Nc	fortune
est	Vuc	être
volage	Ag	volage
,	Fw	,
aussi	Rg	aussi
bien	Rg	bien
qu'	Rg	que
insolente	Ag	insolent
;	Fw	;
Elle	Vvc	elle
méprise	Nc	méprise
Oronte	Vvc	oronte
,	Fw	,
et	Cc	et
caresse	Nc	caresse
Philante	Ga	philante
;	Fw	;
Car	Nc	car
j'	Pp	je
ai	Vuc	avoir
su	Ge	savoir
que	Cs	que
c'	Pd	ce
est	Vuc	être
lui	Pp	il
qui	Pr	qui
s'	Pp	se
en	Pp	en
va	Vvc	aller
me	Pp	je
ravir	Vvn	ravir
,	Fw	,
Avec	Vvc	avec
tout	Di	tout
mon	Ds	mon
espoir	Nc	espoir
,	Fw	,
l'	Da	le
honneur	Nc	honneur
de	S	de
vous	Pp	vous
servir	Vvn	servir
:	Fw	:
Il	Pp	il
vous	Pp	vous
doit	Vvc	devoir
posséder	Vvn	posséder
?	Fs	?
ô	I	oh
cruelle	Ag	cruel
ordonnance	Nc	ordonnance
?	Fs	?
Fatale	Ag	fatal
à	S	à
mes	Ds	mon
plaisirs	Nc	plaisir
,	Fw	,
dure	Vvc	durer
à	S	à
ma	Ds	mon
souvenance	Nc	souvenance
,	Fw	,
Que	Vvc	que
tu	Pp	tu
me	Pp	je
vas	Vvc	aller
coûter	Vvn	coûter
,	Fw	,
et	Cc	et
de	S	de
sang	Nc	sang
,	Fw	,
et	Cc	et
de	S	de
pleurs	Nc	pleur
:	Fw	:
Hé	Vvc	hé
puissai	Vvc	puissai
-je	Vvn	-je
tout	Di	tout
seul	Ag	seul
,	Fw	,
en	S	en
souffrir	Vvn	souffrir
les	Da	le
malheurs	Nc	malheur
;	Fw	;
Oui	Vvc	oui
,	Fw	,
chère	Ag	cher
Luciane	Nc	luciane
,	Fw	,
en	S	en
mon	Ds	mon
ardeur	Nc	ardeur
extrême	Ag	extrême
,	Fw	,
(	Fw	(
Après	Vvc	après
cela	Pd	cela
jugez	Vvc	juger
,	Fw	,
à	S	à
quel	Dt	quel
point	Nc	point
je	Pp	je
vous	Pp	vous
aime	Vvc	aimer
)	Fw	)
Je	Vvc	je
souhaite	Vvc	souhaiter
entre	S	entre
vous	Pp	vous
un	Dn	un
amour	Nc	amour
mutuel	Ag	mutuel
,	Fw	,
Et	Vvc	et
le	Da	le
sort	Nc	sort
aussi	Rg	aussi
doux	Ag	doux
,	Fw	,
comme	Cs	comme
je	Pp	je
l'	Pp	il
ai	Vuc	avoir
cruel	Ag	cruel
:	Fw	:
Mais	Cc	mais
lors	Rg	lors
que	Cs	que
votre	Ds	votre
bien	Nc	bien
m'	Pp	je
aura	Vuc	avoir
coûté	Ge	coûter
la	Da	le
vie	Nc	vie
;	Fw	;
Au	Vvc	au
milieu	Nc	milieu
des	S+Da	de+le|de+les
douceurs	Nc	douceur
,	Fw	,
où	Pr	où
l'	Da	le
hymen	Nc	hymen
vous	Pp	vous
convie	Vvc	convier
,	Fw	,
Mêlez	Vvc	mêlez
pour	S	pour
un	Dn	un
amant	Nc	amant
,	Fw	,
si	Cs	si
ferme	Vvc	fermer
,	Fw	,
et	Cc	et
si	Rg	si
discret	Ag	discret
,	Fw	,
À	Nc	à
vos	Ds	votre
soupirs	Nc	soupir
d'	S	de
amour	Nc	amour
,	Fw	,
un	Dn	un
soupir	Nc	soupir
de	S	de
regret	Nc	regret
:	Fw	:
Ainsi	Rg	ainsi
puisse	Vvc	pouvoir
le	Pp	il
Ciel	Vvc	ciel
bénir	Vvn	bénir
votre	Ds	votre
aventure	Nc	aventure
,	Fw	,
Enfermant	Ga	enfermer
tous	Di	tout
vos	Ds	votre
maux	Nc	mal
dedans	Rg	dedans
ma	Ds	mon
sépulture	Nc	sépulture
:	Fw	:
Et	Cc	et
puisse	Vvc	pouvoir
mon	Ds	mon
rival	Nc	rival
,	Fw	,
pour	S	pour
vos	Ds	votre
félicités	Nc	félicité
,	Fw	,
Connaître	Nc	connaître
comme	S	comme
moi	Pp	je
,	Fw	,
ce	Pd	ce
que	Pr	que
vous	Pp	vous
méritez	Vvc	mériter
.	Fs	.
Amoureux	Ag	amoureux
assassin	Nc	assassin
dont	Pr	dont
la	Da	le
seule	Ag	seul
parole	Nc	parole
,	Fw	,
Me	Vvc	me
fait	Ge	faire
vivre	Vvn	vivre
et	Cc	et
mourir	Vvn	mourir
,	Fw	,
m'	Pp	je
afflige	Vvc	affliger
,	Fw	,
et	Cc	et
me	Pp	je
console	Vvc	consoler
,	Fw	,
Et	Vvc	et
gouverne	Nc	gouverne|gouverné
à	S	à
son	Ds	son
gré	Nc	gré
les	Da	le
mouvements	Nc	mouvement
d'	S	de
un	Dn	un
coeur	Nc	cœur
,	Fw	,
Qui	Vvc	qui
jadis	Rg	jadis
invincible	Ag	invincible
,	Fw	,
adore	Vvc	adorer
son	Ds	son
Vainqueur	Nc	vainqueur
:	Fw	:
Cessez	Vvc	cesser
,	Fw	,
hélas	I	hélas
!	Fs	!
Cessez	Vvc	cesser
,	Fw	,
cruel	Ag	cruel
,	Fw	,
autant	Rg	autant
qu'	Rg	que
aimable	Ag	aimable
,	Fw	,
De	Vvc	de
nourrir	Vvn	nourrir
un	Dn	un
soupçon	Nc	soupçon
qui	Pr	qui
vous	Pp	vous
rendrait	Vvc	rendre
blâmable	Ag	blâmable
;	Fw	;
J'	Vvc	j'
aime	Vvc	aimer
;	Fw	;
c'	Pd	ce
est	Vuc	être
tout	Rg	tout
vous	Pp	vous
dire	Vvn	dire
;	Fw	;
après	S	après
cela	Pd	cela
,	Fw	,
voyez	Vvc	voir
,	Fw	,
Si	Vvc	si
Philante	Ga	philante
me	Pp	je
plaît	Vvc	plaire
comme	Cs	comme
vous	Pp	vous
le	Pp	il
croyez	Vvc	croire
;	Fw	;
Et	Vvc	et
si	Cs	si
souffrant	Ga	souffrir
pour	S	pour
vous	Pp	vous
une	Dn	un
ardeur	Nc	ardeur
continue	Vvc	continuer
,	Fw	,
Je	Vvc	je
puis	Vvc	pouvoir
jamais	Rg	jamais
brûler	Vvn	brûler
d'	S	de
une	Dn	un
flamme	Nc	flamme
inconnue	Ag	inconnu
.	Fs	.
Non	Rg	non
,	Fw	,
non	Rg	non
,	Fw	,
guérissez	Vvc	guérir
vous	Pp	vous
de	S	de
cette	Dd	ce
opinion	Nc	opinion
;	Fw	;
La	Vvc	la
parque	Nc	parque
seulement	Rg	seulement
rompra	Vvc	rompre
notre	Ds	notre
union	Nc	union
;	Fw	;
Et	Vvc	et
malgré	S	malgré
les	Da	le
rigueurs	Nc	rigueur
des	S+Da	de+le|de+les
parents	Nc	parent
et	Cc	et
de	S	de
l'	Da	le
âge	Nc	âge
,	Fw	,
Vous	Nc	vous
serez	Vuc	être
inconstant	Ag	inconstant
,	Fw	,
si	Cs	si
je	Pp	je
deviens	Vvc	devenir
volage	Ag	volage
:	Fw	:
M'	Pp	je
ayant	Ga	avoir
juré	Ge	jurer
que	Cs	que
non	Rg	non
,	Fw	,
d'	S	de
un	Dn	un
serment	Nc	serment
solennel	Ag	solennel
;	Fw	;
N'	Vvc	n'
est	Vuc	être
-ce	Vvc	-ce
pas	Rg	pas
vous	Pp	vous
promettre	Vvn	promettre
un	Dn	un
amour	Nc	amour
éternel	Ag	éternel
?	Fs	?
C'	Pd	ce
est	Vuc	être
me	Pp	je
remplir	Vvn	remplir
d'	S	de
honneur	Nc	honneur
;	Fw	;
c'	Pd	ce
est	Vuc	être
me	Pp	je
combler	Vvn	combler
de	S	de
joie	Nc	joie
;	Fw	;
Mon	Nc	mon
pauvre	Ag	pauvre
esprit	Nc	esprit
y	Pp	y
nage	Vvc	nager
,	Fw	,
et	Cc	et
mon	Ds	mon
âme	Nc	âme
s'	Pp	se
y	Pp	y
noie	Vvc	naître|noyer
;	Fw	;
Et	Vvc	et
l'	Da	le
Univers	Nc	univers
entier	Ag	entier
ne	Rp	ne
peut	Vvc	pouvoir
avoir	Vun	avoir
de	S	de
Roi	Nc	roi
,	Fw	,
Qui	Vvc	qui
dedans	Rg	dedans
ce	Dd	ce
moment	Nc	moment
soit	Vuc	être
plus	Rg	plus
heureux	Ag	heureux
que	Cs	que
moi	Pp	je
.	Fs	.
Toutes	Di	tout
les	Da	le
vanités	Nc	vanité
,	Fw	,
la	Da	le
grandeur	Nc	grandeur
,	Fw	,
et	Cc	et
la	Da	le
pompe	Nc	pompe
;	Fw	;
Et	Vvc	et
ce	Dd	ce
faste	Nc	faste
éclatant	Ag	éclatant
,	Fw	,
par	S	par
qui	Pr	qui
l'	Da	le
âme	Nc	âme
se	Pp	il
trompe	Vvc	tromper
;	Fw	;
Le	Vvc	le
sceptre	Nc	sceptre
,	Fw	,
la	Da	le
couronne	Nc	couronne
,	Fw	,
et	Cc	et
le	Da	le
trône	Nc	trône
doré	Ge	dorer
Valent	Vvc	valoir
moins	Rg	moins
que	Cs	que
le	Da	le
bien	Nc	bien
dont	Pr	dont
je	Pp	je
suis	Vuc	être
honoré	Ge	honorer
:	Fw	:
Posséder	Vvn	posséder
votre	Ds	votre
coeur	Nc	cœur
,	Fw	,
est	Vuc	être
avoir	Vun	avoir
un	Dn	un
Empire	Nc	empire
;	Fw	;
J'	Vvc	j'
en	Pp	en
sais	Vvc	savoir
bien	Rg	bien
la	Da	le
valeur	Nc	valeur
,	Fw	,
c'	Pd	ce
est	Vuc	être
pourquoi	Cs	pourquoi
je	Pp	je
soupire	Vvc	soupirer
,	Fw	,
Connaissant	Ga	connaître
que	Cs	que
le	Da	le
sort	Nc	sort
,	Fw	,
a	Vuc	avoir
dessein	Nc	dessein
de	S	de
m'	Pp	je
ôter	Vvn	ôter
,	Fw	,
Ce	Vvc	ce
que	Cs	que
tout	Di	tout
le	Da	le
Pérou	Nc	pérou
ne	Rp	ne
saurait	Vvc	savoir
acheter	Vvn	acheter
.	Fs	.
Mais	Cc	mais
cet	Dd	ce
Astre	Nc	astre|âtre
malin	Ag	malin
qui	Pr	qui
persécute	Vvc	persécuter
Oronte	Vvc	oronte
,	Fw	,
Peut	Vvc	pouvoir
l'	Pp	il
obliger	Vvn	obliger
au	S+Da	à+le
mal	Nc	mal
,	Fw	,
et	Cc	et
non	Rg	non
pas	Rg	pas
à	S	à
la	Da	le
honte	Nc	honte
;	Fw	;
Il	Vvc	il
mourra	Vvc	mourir
dans	S	dans
la	Da	le
gloire	Nc	gloire
où	Pr	où
vos	Ds	votre
beaux	Ag	beau
yeux	Nc	œil
l'	Pp	il
ont	Vuc	avoir
mis	Ge	mettre
;	Fw	;
Et	Vvc	et
ne	Rp	ne
suivra	Vvc	suivre
jamais	Rg	jamais
le	Da	le
char	Nc	char
des	S+Da	de+le|de+les
ennemis	Nc	ennemi
:	Fw	:
C'	Pd	ce
est	Vuc	être
assez	Rg	assez
m'	Pp	je
affliger	Vvn	affliger
,	Fw	,
sans	S	sans
vouloir	Vvn	vouloir
que	Cs	que
je	Pp	je
vive	Vvc	vivre
;	Fw	;
Puis	Vvc	pouvoir
qu'	Cs	que
on	Pp	on
voit	Vvc	voir
leur	Ds	leur
triomphe	Nc	triomphe
,	Fw	,
et	Cc	et
ma	Ds	mon
Reine	Nc	reine|roi
captive	Ag	captif
.	Fs	.
Celle	Pd	celui
qui	Pr	qui
d'	S	de
un	Dn	un
aspic	Nc	aspic
,	Fw	,
sut	Vvc	savoir
guérir	Vvn	guérir
sa	Ds	son
douleur	Nc	douleur
,	Fw	,
M'	Vvc	m'
enseigne	Nc	enseigne|enseigné
que	Cs	que
la	Da	le
mort	Nc	mort
empêche	Vvc	empêcher
ce	Dd	ce
malheur	Nc	malheur
.	Fs	.
Ce	Dd	ce
remède	Nc	remède
est	Vuc	être
certain	Ag	certain
;	Fw	;
mais	Cc	mais
j'	Pp	je
en	Pp	en
connais	Vvc	connaître
un	Dn	un
autre	Pi	autre
,	Fw	,
Qui	Vvc	qui
peut	Vvc	pouvoir
sauver	Vvn	sauver
ma	Ds	mon
vie	Nc	vie
,	Fw	,
en	S	en
conservant	Ga	conserver
la	Da	le
votre	As#Ps	vôtre
.	Fs	.
Proposez	Vvc	proposer
seulement	Rg	seulement
;	Fw	;
et	Cc	et
si	Cs	si
je	Pp	je
ne	Rp	ne
le	Pp	il
fais	Vvc	faire
,	Fw	,
Appelez	Vvc	appeler
moi	Pp	je
perfide	Ag	perfide
,	Fw	,
et	Cc	et
ne	Rp	ne
m'	Pp	je
aimez	Vvc	aimer
jamais	Rg	jamais
.	Fs	.
Il	Pp	il
faut	Vvc	faillir|falloir
dans	S	dans
ce	Dd	ce
péril	Nc	péril
mettre	Vvn	mettre
tout	Pi	tout
en	S	en
usage	Nc	usage
:	Fw	:
Faites	Vvc	faire
que	Cs	que
