Rosandre	Nc	rosandre
qui	Pr	qui
vous	Pp	vous
rendrait	Vvc	rendre
blâmable	Ag	blâmable
;	Fw	;
Si	Vvc	si
Philante	Ag	philante
a	Vuc	avoir
du	Dp	du
bien	Nc	bien
,	Fw	,
il	Pp	il
est	Vuc	être
assez	Rg	assez
aimable	Ag	aimable
;	Fw	;
Toutes	Vvc	toutes
les	Da	le
qualités	Nc	qualité
de	S	de
l'	Da	le
esprit	Nc	esprit
et	Cc	et
du	S+Da	de+le
corps	Nc	corps
;	Fw	;
Ce	Vvc	ce
que	Cs	que
les	Da	le
amoureux	Ag	amoureux
appellent	Vvc	appeler
des	Dn	un
trésors	Nc	trésor
;	Fw	;
Avoir	Vvc	avoir
le	Da	le
poil	Nc	poil
frisé	Ge	friser
,	Fw	,
la	Da	le
taille	Nc	taille
avantageuse	Ag	avantageux
;	Fw	;
L'	Vvc	l'
entretien	Nc	entretien
agréable	Ag	agréable
,	Fw	,
et	Cc	et
l'	Da	le
âme	Nc	âme
courageuse	Ag	courageux
;	Fw	;
Le	Vvc	le
visage	Nc	visage
charmant	Ga	charmer
tout	Pi	tout
ainsi	Rg	ainsi
que	Cs	que
l'	Da	le
esprit	Nc	esprit
;	Fw	;
Faire	Vvc	faire
gémir	Vvn	gémir
un	Dn	un
luth	Nc	luth
,	Fw	,
mettre	Vvn	mettre
bien	Rg	bien
par	S	par
écrit	Nc	écrit
;	Fw	;
Être	Nc	être
bien	Rg	bien
à	S	à
cheval	Nc	cheval
,	Fw	,
et	Cc	et
faire	Vvn	faire
bien	Rg	bien
des	Dn	un
armes	Nc	arme|armé
,	Fw	,
Ne	Vvc	ne
sont	Vuc	être
plus	Rg	plus
désormais	Rg	désormais
que	Cs	que
trop	Rg	trop
faibles	Ag	faible
charmes	Nc	charme
;	Fw	;
Et	Vvc	et
quiconque	Pi	quiconque
s'	Pp	se
y	Pp	y
prend	Vvc	prendre
,	Fw	,
reconnaît	Vvc	reconnaître
à	S	à
la	Da	le
fin	Nc	fin
,	Fw	,
Qu'	Vvc	qu'
en	S	en
matière	Nc	matière
d'	S	de
amour	Nc	amour
il	Pp	il
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
le	Da	le
plus	Rg	plus
fin	Nc	fin
.	Fs	.
Ma	Ds	mon
fille	Nc	fille
,	Fw	,
l'	Da	le
hyménée	Nc	hyménée
est	Vuc	être
d'	S	de
une	Dn	un
longue	Ag	long
suite	Nc	suite
;	Fw	;
Et	Vvc	et
l'	Da	le
on	Pp	on
n'	Rp	ne
y	Pp	y
peut	Vvc	pouvoir
entrer	Vvn	entrer
avec	S	avec
trop	Rg	trop
de	S	de
conduite	Nc	conduite
;	Fw	;
Dans	Vvc	dans
ces	Dd	ce
divers	Ag	divers
sentiers	Nc	sentier
je	Pp	je
dois	Vvc	devoir
guider	Vvn	guider
vos	Ds	votre
pas	Nc	pas
;	Fw	;
Car	Nc	car
l'	Da	le
âge	Nc	âge
m'	Pp	je
a	Vuc	avoir
donné	Ge	donner
ce	Pd	ce
que	Pr	que
vous	Pp	vous
n'	Rp	ne
avez	Vuc	avoir
pas	Rg	pas
.	Fs	.
Supposons	Vvc	supposer
que	Cs	que
mon	Ds	mon
âme	Nc	âme
en	Pp	en
soit	Vuc	être
fort	Rg	fort
enflammée	Ge	enflammer
;	Fw	;
Êtes	Nc	êtes
vous	Pp	vous
assuré	Ge	assurer
que	Cs	que
j'	Pp	je
en	Pp	en
puisse	Vvc	pouvoir
être	Vun	être
aimée	Ge	aimer
?	Fs	?
Ou	Cc	ou
,	Fw	,
serez	Vuc	être
vous	Pp	vous
cruel	Ag	cruel
jusqu'	S	jusque
en	Pp	en
un	Dn	un
si	Rg	si
haut	Ag	haut
point	Nc	point
,	Fw	,
Que	Vvc	que
de	S	de
m'	Pp	je
abandonner	Vvn	abandonner
à	S	à
qui	Pr	qui
ne	Rp	ne
m'	Pp	je
aime	Vvc	aimer
point	Rg	point
?	Fs	?
Si	Rg	si
comme	S	comme
vous	Pp	vous
,	Fw	,
son	Ds	son
père	Nc	père
,	Fw	,
a	Vuc	avoir
contraint	Ge	contraindre
ses	Ds	son
pensées	Nc	pensée
,	Fw	,
Que	Vvc	que
peut	Vvc	pouvoir
-on	Nc	-on
espérer	Vvn	espérer
de	S	de
deux	Nc	deux
âmes	Nc	âme
forcées	Ge	forcer
?	Fs	?
S'	Pp	se
il	Pp	il
a	Vuc	avoir
du	Dp	du
jugement	Nc	jugement
,	Fw	,
il	Pp	il
vous	Pp	vous
adorera	Vvc	adorer
.	Fs	.
Prenez	Vvc	prendre
le	Da	le
soin	Nc	soin
d'	S	de
apprendre	Vvn	apprendre
,	Fw	,
au	S+Da	à+le
moins	Rg	moins
s'	Cs	si
il	Pp	il
en	Pp	en
aura	Vuc	avoir
.	Fs	.
J'	Pp	je
espère	Vvc	espérer
mieux	Rg	mieux
de	S	de
lui	Pp	il
,	Fw	,
que	Cs	que
de	S	de
l'	Da	le
ingratitude	Nc	ingratitude
:	Fw	:
Toujours	Rg	toujours
ce	Dd	ce
mot	Nc	mot
d'	S	de
espoir	Nc	espoir
est	Vuc	être
dans	S	dans
l'	Da	le
incertitude	Nc	incertitude
:	Fw	:
Ce	Dd	ce
long	Ag	long
raisonnement	Nc	raisonnement
me	Pp	je
doit	Vvc	devoir
être	Vun	être
suspect	Ag	suspect
;	Fw	;
Il	Vvc	il
commence	Vvc	commencer
à	S	à
sortir	Vvn	sortir
des	Dn	un
bornes	Nc	borne
du	S+Da	de+le
respect	Nc	respect
.	Fs	.
C'	Pd	ce
est	Vuc	être
que	Cs	que
dans	S	dans
mon	Ds	mon
esprit	Nc	esprit
la	Da	le
douleur	Nc	douleur
est	Vuc	être
plus	Rg	plus
forte	Ag	fort
.	Fs	.
Voyons-le	Vvc	voyons-le
cet	Dd	ce
esprit	Nc	esprit
;	Fw	;
plaignez	Vvc	plaindre
vous	Pp	vous
,	Fw	,
il	Pp	il
n'	Rp	ne
importe	Vvc	importer
;	Fw	;
Confessez	Vvc	confesser
librement	Rg	librement
qu'	Cs	que
Oronte	Vvc	oronte
en	Pp	en
est	Vuc	être
vainqueur	Nc	vainqueur
:	Fw	:
Je	Pp	je
ne	Rp	ne
puis	Vvc	pouvoir
plus	Rg	plus
parler	Vvn	parler
,	Fw	,
vous	Pp	vous
me	Pp	je
blessez	Vvc	blesser
au	S+Da	à+le
coeur	Nc	cœur
.	Fs	.
Et	Cc	et
c'	Pd	ce
est	Vuc	être
en	S	en
vous	Pp	vous
taisant	Ga	taire
que	Pr	que
parlent	Vvc	parler
vos	Ds	votre
pensées	Nc	pensée
;	Fw	;
Mais	Vvc	mais
vous	Pp	vous
les	Pp	ils
enfermez	Vvc	enfermer
,	Fw	,
comme	Cs	comme
des	Dn	un
insensées	Ag	insensé
.	Fs	.
Je	Pp	je
ne	Rp	ne
l'	Pp	il
ai	Vuc	avoir
jamais	Rg	jamais
vu	Ge	voir
,	Fw	,
que	Cs	que
par	S	par
votre	Ds	votre
pouvoir	Nc	pouvoir
:	Fw	:
Et	Cc	et
le	Da	le
même	Pi	même
aujourd'hui	Rg	aujourd'hui
vous	Pp	vous
défend	Vvc	défendre
de	S	de
le	Pp	il
voir	Vvn	voir
.	Fs	.
Ô	Vvc	ô
dangereux	Ag	dangereux
esprit	Nc	esprit
!	Fs	!
Serpent	Nc	serpent
couvert	Ge	couvrir
de	S	de
roses	Nc	rose|rosé
;	Fw	;
Qui	Vvc	qui
cache	Vvc	cacher
son	Ds	son
venin	Nc	venin
dans	S	dans
les	Da	le
plus	Rg	plus
belles	Ag	beau
choses	Nc	chose
,	Fw	,
Et	Vvc	et
qui	Pr	qui
d'	S	de
un	Dn	un
masque	Nc	masque
feint	Vvc	feindre
de	S	de
l'	Da	le
Amour	Nc	amour
paternel	Ag	paternel
,	Fw	,
Tâche	Vvc	tâche
de	S	de
déguiser	Vvn	déguiser
un	Dn	un
Amour	Nc	amour
criminel	Ag	criminel
:	Fw	:
Mais	Cc	mais
en	S	en
vain	Ag	vain
l'	Da	le
artifice	Nc	artifice
,	Fw	,
a	Vuc	avoir
pensé	Ge	penser
me	Pp	je
surprendre	Vvn	surprendre
;	Fw	;
J'	Vvc	j'
ai	Vuc	avoir
bien	Rg	bien
vu	Ge	voir
qu'	Cs	que
on	Pp	on
aimait	Vvc	aimer
Oronte	Vvc	oronte
,	Fw	,
et	Cc	et
non	Rg	non
Rosandre	Nc	rosandre
;	Fw	;
Et	Vvc	et
que	Cs	que
pour	S	pour
obliger	Vvn	obliger
mon	Ds	mon
coeur	Nc	cœur
à	S	à
la	Da	le
pitié	Nc	pitié
,	Fw	,
Vous	Nc	vous
soupiriez	Vvc	soupirer
d'	S	de
amour	Nc	amour
,	Fw	,
et	Cc	et
non	Rg	non
pas	Rg	pas
d'	S	de
amitié	Nc	amitié
.	Fs	.
Mais	Cc	mais
si	Cs	si
vous	Pp	vous
n'	Rp	ne
éteignez	Vvc	éteindre
cette	Dd	ce
illicite	Ag	illicite
flamme	Nc	flamme
,	Fw	,
Qu'	Vvc	qu'
un	Dn	un
injuste	Ag	injuste
tyran	Nc	tyran
allume	Vvc	allumer
dans	S	dans
votre	Ds	votre
âme	Nc	âme
;	Fw	;
Si	Vvc	si
dans	S	dans
votre	Ds	votre
repos	Nc	repos
vous	Pp	vous
ne	Rp	ne
cherchez	Vvc	chercher
le	Da	le
mien	Ps	mien
;	Fw	;
Si	Vvc	si
vous	Pp	vous
le	Pp	il
traversez	Vvc	traverser
en	S	en
fuyant	Ga	fuir
votre	Ds	votre
bien	Nc	bien
;	Fw	;
Si	Vvc	si
vous	Pp	vous
vous	Pp	vous
obstinez	Vvc	obstiner
contre	S	contre
ce	Pd	ce
que	Pr	que
j'	Pp	je
ordonne	Vvc	ordonner
;	Fw	;
Vous	Nc	vous
verrez	Vvc	voir
le	Da	le
pouvoir	Nc	pouvoir
que	Pr	que
Nature	Vvc	nature
me	Pp	je
donne	Vvc	donner
.	Fs	.
On	Pp	on
me	Pp	je
verra	Vvc	voir
mourir	Vvn	mourir
avant	S	avant
que	Cs	que
vous	Pp	vous
fâcher	Vvn	fâcher
.	Fs	.
Voici	I	voici
ton	Ds	ton
assassin	Nc	assassin
,	Fw	,
fuis-le	Vvc	fuis-le
;	Fw	;
va	Vvc	aller
te	Pp	tu
cacher	Vvn	cacher
.	Fs	.
Oronte	Vvc	oronte
,	Fw	,
excusez	Vvc	excuser
moi	Pp	je
,	Fw	,
si	Cs	si
mon	Ds	mon
devoir	Nc	devoir
m'	Pp	je
oblige	Vvc	obliger
,	Fw	,
À	Nc	à
vous	Pp	vous
faire	Vvn	faire
un	Dn	un
discours	Nc	discours
,	Fw	,
dont	Pr	dont
la	Da	le
fin	Nc	fin
vous	Pp	vous
afflige	Vvc	affliger
;	Fw	;
Mais	Vvc	mais
comme	S	comme
les	Da	le
plus	Rg	plus
francs	Ag	franc
sont	Vuc	être
toujours	Rg	toujours
les	Da	le
meilleurs	Ag	meilleur
,	Fw	,
Prenez	Vvc	prendre
d'	S	de
autres	Ag	autre
desseins	Nc	dessein
cherchez	Vvc	chercher
fortune	Nc	fortune
ailleurs	Rg	ailleurs
:	Fw	:
Luciane	Nc	luciane
est	Vuc	être
promise	Ge	promettre
,	Fw	,
et	Cc	et
bientôt	Rg	bientôt
l'	Da	le
hyménée	Nc	hyménée
,	Fw	,
Fera	Vvc	faire|ferrer
voir	Vvn	voir
clairement	Rg	clairement
à	S	à
qui	Pr	qui
je	Pp	je
l'	Pp	il
ai	Vuc	avoir
donnée	Ge	donner
:	Fw	:
C'	Pd	ce
est	Vuc	être
à	S	à
vous	Pp	vous
maintenant	Rg	maintenant
,	Fw	,
mal-gré	S	malgré
la	Da	le
passion	Nc	passion
,	Fw	,
D'	Vvc	d'
user	Vvn	user
de	S	de
cet	Dd	ce
avis	Nc	avis
avec	S	avec
discrétion	Nc	discrétion
;	Fw	;
Et	Vvc	et
de	S	de
n'	Rp	ne
aspirer	Vvn	aspirer
plus	Rg	plus
après	S	après
une	Dn	un
conquête	Nc	conquête
,	Fw	,
Dont	Vvc	dont
un	Dn	un
autre	Ag	autre
a	Vuc	avoir
déjà	Rg	déjà
le	Da	le
laurier	Nc	laurier
sur	S	sur
la	Da	le
tête	Nc	tête
.	Fs	.
Ha	Rg	ha
!	Fs	!
Monsieur	Nc	monsieur
écoutez	Vvc	écouter
,	Fw	,
au	S+Da	à+le
moins	Nc	moins
auparavant	Rg	auparavant
.	Fs	.
Finissez	Vvc	finir
vos	Ds	votre
regrets	Nc	regret
,	Fw	,
ou	Cc	ou
les	Pp	ils
donnez	Vvc	donner
au	S+Da	à+le
vent	Nc	vent
:	Fw	:
Me	Pp	je
voyant	Ga	voir
résolu	Ge	résoudre
,	Fw	,
vous	Pp	vous
devez	Vvc	devoir
vous	Pp	vous
résoudre	Vvn	résoudre
.	Fs	.
Enfin	Rg	enfin
sur	S	sur
mon	Ds	mon
espoir	Nc	espoir
,	Fw	,
j'	Pp	je
ai	Vuc	avoir
vu	Ge	voir
tomber	Vvn	tomber
la	Da	le
foudre	Nc	foudre
;	Fw	;
J'	Vvc	j'
en	Pp	en
ai	Vuc	avoir
reçu	Ge	recevoir
le	Da	le
coup	Nc	coup
,	Fw	,
de	S	de
la	Da	le
rigueur	Nc	rigueur
du	S+Da	de+le
sort	Nc	sort
;	Fw	;
Et	Vvc	et
l'	Pp	il
on	Pp	on
m'	Pp	je
a	Vuc	avoir
prononcé	Ge	prononcer
ma	Ds	mon
sentence	Nc	sentence
de	S	de
mort	Nc	mort
.	Fs	.
Que	Cs	que
le	Da	le
mal	Nc	mal
qui	Pr	qui
surprend	Vvc	surprendre
à	S	à
bien	Rg	bien
plus	Rg	plus
d'	S	de
amertume	Nc	amertume
,	Fw	,
Que	Vvc	que
ces	Dd	ce
lentes	Ag	lent
douleurs	Nc	douleur
,	Fw	,
qu'	Cs	que
on	Pp	on
souffre	Vvc	souffrir
par	S	par
coutume	Nc	coutume
!	Fs	!
Quand	Cs	quand
aux	S+Da	à+les
coeurs	Nc	cœur
généreux	Ag	généreux
la	Da	le
fortune	Nc	fortune
défaut	Nc	défaut
,	Fw	,
Que	Vvc	que
leur	Ds	leur
chute	Nc	chute
est	Vuc	être
mortelle	Ag	mortel
,	Fw	,
et	Cc	et
qu'	Cs	que
ils	Pp	ils
tombent	Vvc	tomber
de	S	de
haut	Nc	haut
!	Fs	!
La	Da	le
volage	Ag	volage
qu'	Cs	que
elle	Pp	il
est	Vuc	être
,	Fw	,
cessant	Ga	cesser
d'	S	de
être	Vun	être
propice	Ag	propice
,	Fw	,
Il	Vvc	il
n'	Rp	ne
est	Vuc	être
point	Rg	point
de	S	de
milieu	Nc	milieu
,	Fw	,
du	S+Da	de+le
fête	Nc	fête
,	Fw	,
au	S+Da	à+le
précipice	Nc	précipice
;	Fw	;
Et	Vvc	et
quelque	Di	quelque
rang	Nc	rang
qu'	Pr	que
on	Pp	on
tienne	Vvc	tenir
en	S	en
l'	Da	le
Empire	Nc	empire
amoureux	Ag	amoureux
,	Fw	,
Il	Vvc	il
ne	Rp	ne
faut	Vvc	faillir|falloir
qu'	Rg	que
un	Dn	un
moment	Nc	moment
pour	S	pour
être	Vun	être
malheureux	Ag	malheureux
.	Fs	.
Ô	Vvc	ô
comme	Cs	comme
on	Pp	on
est	Vuc	être
déçu	Ge	décevoir
par	S	par
la	Da	le
belle	Ag	beau
apparence	Nc	apparence
!	Fs	!
Ô	Vvc	ô
qu'	Cs	que
on	Pp	on
est	Vuc	être
mal	Rg	mal
fondé	Ge	fonder
sur	S	sur
la	Da	le
vaine	Ag	vain
espérance	Nc	espérance
!	Fs	!
Songe	Vvc	songer
d'	S	de
homme	Nc	homme
éveillé	Ge	éveiller
;	Fw	;
faux	Ag	faux
espoir	Nc	espoir
si	Cs	si
trompeur	Nc	trompeur
;	Fw	;
Chimère	Vvc	chimère
qu'	Cs	que
on	Pp	on
adore	Vvc	adorer
;	Fw	;
agréable	Ag	agréable
vapeur	Nc	vapeur
;	Fw	;
J'	Vvc	j'
éprouve	Vvc	éprouver
dans	S	dans
les	Da	le
maux	Nc	mal
,	Fw	,
où	Pr	où
le	Da	le
destin	Nc	destin
me	Pp	je
plonge	Vvc	plonger
,	Fw	,
Que	Vvc	que
qui	Pr	qui
n'	Rp	ne
a	Vuc	avoir
que	Rg	que
l'	Da	le
espoir	Nc	espoir
,	Fw	,
n'	Rp	ne
est	Vuc	être
bien	Rg	bien
heureux	Ag	heureux
qu'	Cs	que
en	Pp	en
songe	Vvc	songer
:	Fw	:
Où	Vvc	où
sont	Vuc	être
tant	Rg	tant
de	S	de
grandeurs	Nc	grandeur
que	Pr	que
j'	Pp	je
espérais	Vvc	espérer
avoir	Vun	avoir
?	Fs	?
Vous	Pp	vous
qui	Pr	qui
les	Pp	ils
promettiez	Vvc	promettre
,	Fw	,
faites	Vvc	faire
les	Pp	ils
moi	Pp	je
revoir	Vvn	revoir
;	Fw	;
Mais	Vvc	mais
non	Rg	non
,	Fw	,
